Unnamed: 0,Name,Age,Sex,Personal effects,ID_MP,ID_FC,FC,FC Age,FC Age Minimum,FC Age Maximum,FC Age Category,FC estimate Biological Sex,FC (point estimate) height,FC height min estimated,FC height max estimated,FC Recovery Location,FC Estimated Date of Death/Burial,FC Recovery Date,biolsex_score,age_v1_score,age_v2_score,Final Score T1,Final Score T2
5,"795,0000",30,Female,1.0,MP-6,FC-764,"896,0000",49,30,65,Adult,Female,173.0,163.0,183.0,Vaud,,07/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-942,"998,0000",66,36,120,Elderly,Female,181.0,166.0,196.0,Zurich,21/03/2022,05/05/2022,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-685,"784,0000",42,30,65,Adult,Female,170.0,159.0,181.0,Zug,,04/01/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-689,"775,0000",43,30,65,Adult,Female,170.0,160.0,180.0,Basel,,17/06/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-454,"832,0000",23,21,25,Adult,Female,161.0,145.0,177.0,Vaud,,21/11/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-448,"932,0000",23,21,25,Adult,Female,161.0,148.0,174.0,Basel,,04/05/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-440,"783,0000",22,20,24,Adult,Female,161.0,152.0,170.0,Graubunden,,16/06/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-439,"887,0000",22,20,24,Adult,Female,161.0,146.0,176.0,Glarus,,31/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-333,"272,0000",18,16,20,Adult,Female,156.0,142.0,170.0,Fribourg,,09/06/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-331,"885,0000",18,16,20,Adult,Female,157.0,148.0,166.0,Basel,,27/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-497,"814,0000",27,25,40,Adult,Female,163.0,152.0,174.0,Basel,,18/10/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-659,"895,0000",40,30,65,Adult,Female,169.0,161.0,177.0,Ticino,28/04/2022,13/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-491,"782,0000",26,23,30,Adult,Female,163.0,150.0,176.0,Luzern,,03/11/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-455,"822,0000",23,21,25,Adult,Female,161.0,154.0,168.0,Zug,,16/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-935,"942,0000",65,43,120,Elderly,Female,181.0,175.0,187.0,St Gallen,24/02/2022,02/05/2022,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-456,"828,0000",23,21,25,Adult,Female,161.0,150.0,172.0,Zurich,,25/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-674,"755,0000",41,30,65,Adult,Female,169.0,155.0,183.0,Uri,,28/11/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-431,"884,0000",21,19,23,Adult,Female,160.0,144.0,176.0,Schaffhausen,,11/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-432,"899,0000",21,19,23,Adult,Female,160.0,151.0,169.0,Thurgau,,25/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-692,"933,0000",43,30,65,Adult,Female,171.0,157.0,185.0,Glarus,,20/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-793,"793,0000",52,45,120,Adult,Female,174.0,168.0,180.0,Schwyz,20/04/2022,29/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-644,"808,0000",39,30,65,Adult,Female,168.0,158.0,178.0,Uri,04/08/2021,08/01/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-829,"834,0000",55,45,120,Adult,Female,176.0,169.0,183.0,St Gallen,,17/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-920,"842,0000",64,45,120,Adult,Female,180.0,166.0,194.0,Geneve,20/07/2021,28/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-927,"888,0000",64,45,120,Adult,Female,180.0,164.0,196.0,St Gallen,23/07/2021,25/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-671,"788,0000",41,30,65,Adult,Female,169.0,157.0,181.0,Ticino,,21/07/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-724,"790,0000",45,30,65,Adult,Female,172.0,157.0,187.0,Vaud,21/07/2021,03/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-664,"935,0000",40,30,65,Adult,Female,169.0,157.0,181.0,Zurich,,01/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-371,"259,0000",19,17,21,Adult,Female,158.0,152.0,164.0,Appenzell,,26/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-870,"792,0000",59,45,120,Adult,Female,177.0,171.0,183.0,Vaud,,16/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-682,"892,0000",42,30,65,Adult,Female,170.0,165.0,175.0,Schwyz,,17/02/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-672,"803,0000",41,30,65,Adult,Female,169.0,156.0,182.0,Ticino,,15/05/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-1071,GUL12-RP1-B002,,30,46,Adult,Female,,,,Baghmarani,,01/09/2018,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-479,"798,0000",25,23,27,Adult,Female,162.0,150.0,174.0,Graubunden,,06/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-367,"283,0000",18,16,20,Adult,Female,156.0,150.0,162.0,Zug,,21/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-366,"386,0000",18,16,20,Adult,Female,157.0,146.0,168.0,Vaud,,24/06/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-332,"903,0000",18,16,20,Adult,Female,157.0,144.0,170.0,Bern,,20/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-353,"285,0000",18,16,20,Adult,Female,156.0,143.0,169.0,Schwyz,,15/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-420,"785,0000",20,18,22,Adult,Female,160.0,155.0,165.0,Luzern,,17/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-422,"938,0000",20,18,22,Adult,Female,160.0,149.0,171.0,Obwalden,,13/05/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-800,"839,0000",53,45,120,Adult,Female,174.0,167.0,181.0,Graubunden,,21/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-446,"786,0000",22,20,24,Adult,Female,161.0,148.0,174.0,Zurich,,11/10/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-459,"826,0000",24,22,26,Adult,Female,162.0,147.0,177.0,Geneve,,19/06/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-464,"810,0000",24,22,26,Adult,Female,162.0,156.0,168.0,Schaffhausen,,19/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-471,"821,0000",24,22,26,Adult,Female,162.0,147.0,177.0,Uri,,17/07/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-473,"909,0000",24,22,26,Adult,Female,162.0,157.0,167.0,Zug,,18/02/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-478,"805,0000",25,23,27,Adult,Female,162.0,150.0,174.0,Glarus,,04/05/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-488,"824,0000",26,23,30,Adult,Female,163.0,157.0,169.0,Aargau,,16/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-694,"815,0000",43,30,65,Adult,Female,170.0,154.0,186.0,Jura,,22/11/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-359,"288,0000",18,16,20,Adult,Female,156.0,143.0,169.0,Thurgau,,23/02/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-351,"278,0000",18,16,20,Adult,Female,156.0,145.0,167.0,Schaffhausen,,23/10/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-653,"934,0000",40,30,65,Adult,Female,169.0,157.0,181.0,Nidwalden,,19/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-733,"767,0000",46,30,65,Adult,Female,172.0,158.0,186.0,Obwalden,18/01/2022,30/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-806,"907,0000",53,45,120,Adult,Female,174.0,166.0,182.0,Vaud,,08/01/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-799,"764,0000",53,45,120,Adult,Female,174.0,165.0,183.0,Graubunden,,15/07/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-808,"777,0000",54,45,120,Adult,Female,175.0,165.0,185.0,Glarus,,25/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-811,"778,0000",54,45,120,Adult,Female,175.0,161.0,189.0,Neuchatel,,13/07/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-812,"794,0000",54,45,120,Adult,Female,175.0,165.0,185.0,Neuchatel,,22/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-822,"799,0000",55,45,120,Adult,Female,176.0,171.0,181.0,Fribourg,,05/06/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-738,"813,0000",47,30,65,Adult,Female,173.0,157.0,189.0,Glarus,19/05/2022,28/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-728,"761,0000",46,30,65,Adult,Female,172.0,165.0,179.0,Bern,04/01/2022,13/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-668,"804,0000",41,30,65,Adult,Female,169.0,157.0,181.0,Jura,,24/10/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-868,"833,0000",59,45,120,Adult,Female,177.0,163.0,191.0,Obwalden,,20/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-378,"274,0000",19,17,21,Adult,Female,158.0,148.0,168.0,Glarus,,29/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-878,"766,0000",60,45,120,Adult,Female,177.0,171.0,183.0,Solothurn,,02/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-507,"817,0000",28,25,40,Adult,Female,164.0,148.0,180.0,Geneve,04/08/2021,24/06/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-792,"757,0000",52,45,120,Adult,Female,174.0,166.0,182.0,Nidwalden,14/04/2022,06/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-742,"820,0000",47,30,65,Adult,Female,173.0,160.0,186.0,Schwyz,,18/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-746,"806,0000",47,30,65,Adult,Female,173.0,162.0,184.0,Valais,28/04/2022,21/07/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-751,"816,0000",48,30,65,Adult,Female,173.0,163.0,183.0,St Gallen,,24/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-754,"811,0000",48,30,65,Adult,Female,173.0,161.0,185.0,Valais,,15/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-759,"939,0000",49,30,65,Adult,Female,173.0,159.0,187.0,Schaffhausen,,19/01/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-946,"946,0000",69,41,120,Elderly,Female,182.0,170.0,194.0,Jura,28/04/2022,16/07/2021,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-695,"894,0000",43,30,65,Adult,Female,150.0,136.0,164.0,Neuchatel,,19/07/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-725,"769,0000",45,30,65,Adult,Female,171.0,166.0,176.0,Zug,20/07/2021,26/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-696,"901,0000",43,30,65,Adult,Female,171.0,157.0,185.0,Nidwalden,,23/02/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-706,"789,0000",44,30,65,Adult,Female,171.0,164.0,178.0,Bern,,01/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-877,"763,0000",60,45,120,Adult,Female,177.0,172.0,182.0,Neuchatel,,20/05/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-881,"912,0000",60,45,120,Adult,Female,177.0,171.0,183.0,Thurgau,,18/09/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-593,"840,0000",35,30,65,Adult,Female,167.0,151.0,183.0,Bern,,12/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-887,"802,0000",61,45,120,Adult,Female,178.0,167.0,189.0,St Gallen,,05/06/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-891,"759,0000",61,45,120,Adult,Female,178.0,169.0,187.0,Vaud,,08/01/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-893,"897,0000",61,45,120,Adult,Female,178.0,168.0,188.0,Zurich,,14/12/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-894,"837,0000",62,45,120,Adult,Female,178.0,165.0,191.0,Neuchatel,,12/08/2021,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-505,"911,0000",28,25,40,Adult,Female,164.0,157.0,171.0,Bern,17/08/2021,21/02/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-427,"770,0000",20,18,22,Adult,Female,160.0,148.0,172.0,Ticino,,19/03/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-984,"995,0000",90,46,120,Elderly,Female,184.0,170.0,198.0,Glarus,19/11/2021,26/01/2022,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-978,"943,0000",86,46,120,Elderly,Female,184.0,171.0,197.0,Zug,23/07/2021,30/07/2021,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-965,"945,0000",80,51,120,Elderly,Female,183.0,174.0,192.0,Neuchatel,18/01/2022,25/05/2022,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-959,"993,0000",76,56,120,Elderly,Female,182.0,172.0,192.0,Luzern,17/11/2021,13/02/2022,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-952,"997,0000",72,55,120,Elderly,Female,182.0,176.0,188.0,Glarus,12/08/2021,15/11/2021,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-951,"941,0000",71,42,120,Elderly,Female,182.0,173.0,191.0,Valais,07/07/2021,07/01/2022,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-950,"1000,0000",71,56,120,Elderly,Female,182.0,170.0,194.0,Graubunden,21/07/2021,08/10/2021,0.9025,1.2798651031492065e-12,10650.368925931336,1.155078255592159e-12,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-508,"776,0000",28,25,40,Adult,Female,164.0,158.0,170.0,Jura,28/07/2021,13/01/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
5,"795,0000",30,Female,1.0,MP-6,FC-601,"771,0000",35,30,65,Adult,Female,167.0,162.0,172.0,St Gallen,,29/04/2022,0.9025,0.9918024643541254,10650.368925931336,0.8951017240795982,9611.95795565303
